Time (s),Current (uA)
13.87,3956885.52
13.88,4933749.55
13.89,4193977.88
13.9,2594537.75
13.91,3856.19
13.92,1488241.79
13.93,246234.98
13.94,6017722.67
13.95,5154190.9
13.96,4794214.66
13.97,6137762.38
13.98,3322535.67
13.99,4164513.77
14.0,4020429.67
14.01,5226346.75
14.02,4730884.61
14.03,5267429.82
14.04,3498121.08
14.05,4552142.76
14.06,3798827.55
14.07,4017990.61
14.08,3594552.77
14.09,3866428.29
14.1,3376660.27
14.11,3293821.14
14.12,4081683.71
14.13,4210636.64
14.14,4270710.39
14.15,4068881.68
14.16,1523278.2
14.17,21005.38
14.18,1134512.11
14.19,3643434.83
14.2,5360296.97
14.21,5249868.18
14.22,4782474.29
14.23,4067184.81
14.24,4859467.95
14.25,3188743.51
14.26,3281654.61
14.27,3884042.99
14.28,3878388.49
14.29,3682183.62
14.3,3227074.67
14.31,4089583.88
14.32,4108613.19
14.33,4010287.91
14.34,3951480.63
14.35,3374144.49
14.36,3983170.91
14.37,721236.35
14.38,3573.69
14.39,1850394.54
14.4,3273400.31
14.41,6225377.75
14.42,4804891.53
14.43,4129278.47
14.44,4436577.55
14.45,4287742.93
14.46,3907669.56
14.47,3826817.27
14.48,3152068.29
14.49,3765222.55
14.5,4239264.6
14.51,3344312.54
14.52,3713846.58
14.53,3695980.88
14.54,1304251.31
14.55,1611747.67
14.56,4720293.16
14.57,5503805.69
14.58,5626854.61
14.59,4183625.87
14.6,3819291.4
14.61,3357986.96
14.62,3743629.46
14.63,4005840.29
14.64,3094983.88
14.65,4508136.17
14.66,4471119.55
14.67,3818068.83
14.68,4256755.86
14.69,4226093.07
14.7,3718407.74
14.71,1837409.39
14.72,1480094.19
14.73,524060.76
14.74,5843323.01
14.75,5174007.78
14.76,5288968.01
14.77,5442895.04
14.78,4645141.27
14.79,3303121.47
14.8,3768507.22
14.81,3446450.07
14.82,3591721.28
14.83,3336742.69
14.84,3691810.5
14.85,4914888.94
14.86,3707339.23
14.87,3324989.42
14.88,3550491.9
14.89,2758376.19
14.9,420463.98
14.91,13245.71
14.92,2639536.45
14.93,551762.24
14.94,6058175.43
14.95,4893297.6
14.96,5146376.44
14.97,5330293.69
14.98,3178947.1
14.99,4434128.89
15.0,4027658.68
15.01,3751859.24
15.02,3845076.19
15.03,3104360.8
15.04,3869880.17
15.05,4204803.95
15.06,3030271.12
15.07,3824249.16
15.08,4001754.33
15.09,4624154.76
15.1,3321434.58
15.11,3383749.85
15.12,2884691.82
15.13,3051070.26
15.14,3806820.37
15.15,3667215.55
15.16,709964.81
15.17,7602.39
15.18,2066364.35
15.19,3373818.13
15.2,6008747.04
15.21,5052932.76
15.22,5838582.31
15.23,3931060.59
15.24,3575907.86
15.25,3495248.71
15.26,3718409.4
15.27,3919649.19
15.28,3682016.19
15.29,3853546.45
15.3,4558826.23
15.31,3415734.86
15.32,3073801.69
15.33,4018436.63
15.34,1180083.71
15.35,1335967.29
15.36,3683853.61
15.37,5214602.02
15.38,4860753.3
15.39,4200225.42
15.4,3617866.07
15.41,4344544.55
15.42,4158013.88
15.43,5027062.81
15.44,3250573.0
15.45,4372090.32
15.46,4543059.2
15.47,3473844.56
15.48,3668882.55
15.49,2708212.44
15.5,1229710.01
15.51,2859030.98
15.52,5794972.15
15.53,5688554.96
15.54,4145359.2
15.55,2841791.54
15.56,3506680.59
15.57,4941598.31
15.58,3804552.73
15.59,4037269.64
15.6,3492541.77
15.61,4087565.96
15.62,3827870.36
15.63,4836629.75
15.64,2386971.45
15.65,490672.41
15.66,582197.03
15.67,3666631.88
15.68,5060546.93
15.69,4576472.82
15.7,3327209.35
15.71,4292641.65
15.72,4174052.29
15.73,3754505.06
15.74,3170462.41
15.75,3708812.56
15.76,3878879.78
15.77,4297182.37
15.78,3238784.09
15.79,3281975.0
15.8,4827777.5
15.81,1814736.51
15.82,274054.24
15.83,1307314.0
15.84,2409429.95
15.85,5937848.88
15.86,5009858.15
15.87,5569025.25
15.88,3663018.45
15.89,4143259.86
15.9,3219179.64
15.91,3619836.17
15.92,3796236.23
15.93,4027262.91
15.94,3369256.17
15.95,4387113.05
15.96,3629697.56
15.97,4335060.1
15.98,4562759.45
15.99,4836300.12
16.0,4035452.24
16.01,3873853.67
16.02,3404564.15
16.03,3636492.98
16.04,4028212.58
16.05,1202274.4
16.06,30020.5
16.07,1759490.54
16.08,3904959.91
16.09,6160485.15
16.1,4679685.16
16.11,5751493.1
16.12,2940275.41
16.13,4359393.7
16.14,3968884.62
16.15,3984061.41
16.16,4035418.0
16.17,4535463.95
16.18,3832417.44
16.19,4043796.72
16.2,3318354.16
16.21,3762108.27
16.22,3735745.37
16.23,3389843.83
16.24,3739636.17
16.25,1742394.21
16.26,961433.98
16.27,3107194.39
16.28,5991630.11
16.29,5874039.99
16.3,5459470.54
16.31,4036785.0
16.32,4086887.68
16.33,3327241.15
16.34,3939000.17
16.35,4029698.57
16.36,3615834.55
16.37,3771523.69
16.38,3576829.86
16.39,4067011.38
16.4,3303224.57
16.41,683058.84
16.42,542688.66
16.43,3312080.74
16.44,4980755.51
16.45,3391751.16
16.46,5557510.13
16.47,5381457.26
16.48,5502934.53
16.49,3391455.66
16.5,5733566.39
16.51,5412147.02
16.52,5282778.06
16.53,4236343.4
16.54,5824812.46
16.55,4995955.33
16.56,5050463.84
16.57,5505915.74
16.58,6176138.55
16.59,5401498.86
16.6,5534966.41
16.61,4781894.13
16.62,5007472.54
16.63,4899472.14
16.64,5415557.23
16.65,3926305.95
16.66,5584706.57
16.67,5031890.44
16.68,3269324.27
16.69,5072560.63
16.7,5311744.23
16.71,5467706.49
16.72,3963733.77
16.73,4761198.19
16.74,5348330.31
16.75,5080124.47
16.76,3441699.49
16.77,5106790.77
16.78,5193702.18
16.79,5104947.95
16.8,4739618.11
16.81,4141895.9
16.82,5409339.12
16.83,5969025.98
16.84,5273272.19
16.85,5351608.32
16.86,3550249.27
16.87,4456177.56
16.88,6421152.97
16.89,4806670.55
16.9,5118257.17
16.91,5622367.05
16.92,5149790.14
16.93,3968804.01
16.94,5229345.95
16.95,5295272.68
16.96,5666920.05
16.97,5287426.29
16.98,4341161.44
16.99,4249466.96
17.0,6011489.18
17.01,5406822.0
17.02,4787513.81
17.03,5348702.57
17.04,3450639.67
17.05,4211925.81
17.06,5358612.89
17.07,5368646.01
17.08,5304101.42
17.09,5089957.0
17.1,5010413.78
17.11,3246997.41
17.12,4783566.53
17.13,5502844.22
17.14,3986609.44
17.15,3968897.43
17.16,5349125.46
17.17,5103681.05
17.18,3427285.96
17.19,4830025.39
17.2,5119631.97
17.21,4951099.36
17.22,5503082.32
17.23,4692013.68
17.24,5242007.27
17.25,5320092.71
17.26,4151564.25
17.27,5480344.04
17.28,5366173.91
17.29,5004700.57
17.3,5505045.22
17.31,5543506.76
17.32,3423515.35
17.33,5643690.22
17.34,6041928.82
17.35,5227939.86
17.36,5323816.45
17.37,5701954.0
17.38,3224340.56
17.39,4646035.98
17.4,5785458.71
17.41,4751708.57
17.42,5510478.93
17.43,5399547.7
17.44,5357928.0
17.45,5182600.45
17.46,5140385.15
17.47,5915121.73
17.48,5489225.8
17.49,5758326.74
17.5,5555970.0
17.51,5373838.73
17.52,3969918.89
17.53,5286753.32
17.54,5277200.5
17.55,3479820.48
17.56,5700124.19
17.57,5156083.01
17.58,5511007.18
17.59,5973605.58
17.6,5537573.37
17.61,4786859.78
17.62,5429501.01
17.63,5317372.87
17.64,5788252.81
17.65,5084753.25
17.66,5279954.85
17.67,5179273.14
17.68,5242639.71
17.69,5382096.45
17.7,379408.72
17.71,3677481.02
17.72,3264918.17
17.73,4841427.62
17.74,4937698.71
17.75,3019717.38
17.76,4274495.65
17.77,4168132.82
17.78,4583322.83
17.79,5038886.87
17.8,3697903.34
17.81,3643024.9
17.82,5135523.56
17.83,3491693.32
17.84,440487.23
17.85,3688.03
17.86,2168050.9
17.87,3823724.54
17.88,5717096.34
17.89,4955912.74
17.9,5074848.56
17.91,5235618.91
17.92,3156603.17
17.93,4010411.12
17.94,4675764.21
17.95,3571494.9
17.96,3612596.6
17.97,3090768.69
17.98,4431653.76
17.99,3769179.07
18.0,2698738.32
18.01,3288772.34
18.02,4056605.37
18.03,3871102.5
18.04,3052141.95
18.05,3938080.58
18.06,4297816.66
18.07,3525368.41
18.08,1268087.06
18.09,3295.49
18.1,1618271.45
18.11,1516236.95
18.12,6381368.33
18.13,4994687.15
18.14,5687006.42
18.15,3753120.59
18.16,3890540.89
18.17,3582549.16
18.18,3373773.34
18.19,3569421.04
18.2,4141786.23
18.21,3595291.69
18.22,3347994.46
18.23,4319108.25
18.24,3541634.19
18.25,3702247.31
18.26,3426.0
18.27,2296439.23
18.28,6672945.5
18.29,5158978.0
18.3,5331640.7
18.31,4019491.91
18.32,3535714.67
18.33,3986764.48
18.34,3843891.42
18.35,3650848.83
18.36,3676710.9
18.37,4187479.68
18.38,3431755.33
18.39,3764127.63
18.4,3927160.96
18.41,986841.38
18.42,203017.45
18.43,1919901.52
18.44,5037302.05
18.45,5329637.76
18.46,3848962.56
18.47,3334061.0
18.48,3341108.54
18.49,5015812.02
18.5,4467769.81
18.51,3970960.33
18.52,3821378.88
18.53,3701721.21
18.54,3817028.42
18.55,3772952.49
18.56,2686687.32
18.57,7544.1
18.58,2322596.89
18.59,6491696.11
18.6,5176340.12
18.61,6527323.88
18.62,5011487.9
18.63,3038572.13
18.64,4631778.07
18.65,3683027.73
18.66,3956526.94
18.67,3778180.47
18.68,3601061.75
18.69,2604751.09
18.7,2571193.0
18.71,4861707.37
18.72,3701700.07
18.73,1567379.86
18.74,3810.15
18.75,1697087.36
18.76,1218941.91
18.77,6318088.67
18.78,5147482.92
18.79,5204984.37
18.8,5493607.34
18.81,3928396.53
18.82,3516272.21
18.83,3668306.4
18.84,3626558.6
18.85,3503470.51
18.86,3543544.61
18.87,3442422.73
18.88,3435331.23
18.89,3971368.46
18.9,3894299.61
18.91,3488589.72
18.92,3643117.08
18.93,4489084.25
18.94,3477018.98
18.95,3682024.96
18.96,4689220.08
18.97,1672983.5
18.98,3368.16
18.99,1461373.04
19.0,1035987.16
19.01,5983850.51
19.02,5150584.37
19.03,5856369.69
19.04,3800393.6
19.05,3753757.01
19.06,4482592.99
19.07,3888794.48
19.08,3034163.81
19.09,3428413.7
19.1,3386762.91
19.11,4034495.66
19.12,3964301.22
19.13,3848371.86
19.14,4564098.11
19.15,3896993.67
19.16,3914692.01
19.17,1480434.54
19.18,6489.68
19.19,1255226.84
19.2,5250600.58
19.21,5184528.29
19.22,3184560.9
19.23,3817865.82
19.24,3250942.45
19.25,3438613.36
19.26,3645612.13
19.27,4034106.72
19.28,4194004.0
19.29,3942895.15
19.3,3437862.62
19.31,3737145.83
19.32,3362342.09
19.33,4843.25
19.34,2176553.5
19.35,6113531.51
19.36,5481819.65
19.37,5085177.27
19.38,4510768.88
19.39,4198386.56
19.4,3799014.89
19.41,3710416.96
19.42,3428053.06
19.43,3109484.55
19.44,4622439.3
19.45,3641420.38
19.46,3833439.41
19.47,3798460.78
19.48,2869490.82
19.49,15805.7
19.5,894682.68
19.51,5665847.43
19.52,5509650.67
19.53,3482180.19
19.54,3383079.76
19.55,3882002.12
19.56,2639081.18
19.57,3934895.5
19.58,3694474.66
19.59,3888781.2
19.6,3359291.67
19.61,3514402.64
19.62,4164240.84
19.63,3228793.48
19.64,6426.98
19.65,2042473.41
19.66,6725422.35
19.67,4913086.96
19.68,5338609.35
19.69,4831562.39
19.7,3482485.63
19.71,4108909.34
19.72,3506867.26
19.73,3373159.1
19.74,3255518.57
19.75,3617778.93
19.76,3816584.8
19.77,3008235.01
19.78,4300693.08
19.79,3875914.85
19.8,3930383.69
19.81,3869178.47
19.82,3756372.35
19.83,3108708.75
19.84,4255298.53
19.85,1268677.16
19.86,18311.69
19.87,1866237.98
19.88,1274274.42
19.89,6201157.73
19.9,5294056.19
19.91,4994159.51
19.92,6393126.74
19.93,3575756.72
19.94,4540965.52
19.95,3870392.39
19.96,4424400.2
19.97,3991465.2
19.98,4686503.02
19.99,3879071.7
20.0,3092974.19
20.01,3619718.63
20.02,4342892.58
20.03,3351120.95
20.04,3410334.13
20.05,4430893.72
20.06,3046658.47
20.07,585564.8
20.08,1449912.56
20.09,3934525.0
20.1,5294031.3
20.11,5663695.92
20.12,3217892.2
20.13,3959202.74
20.14,3350642.31
20.15,3615206.94
20.16,4142596.2
20.17,3741865.24
20.18,3838022.16
20.19,3763915.66
20.2,4450767.33
20.21,3296345.98
20.22,5059304.18
20.23,2364570.2
20.24,13180.88
20.25,9887.4
20.26,1288837.79
20.27,5043676.35
20.28,5131692.75
20.29,5202897.5
20.3,5164223.45
20.31,3984697.26
20.32,3429787.19
20.33,3723814.31
20.34,4326808.51
20.35,3897945.09
20.36,3846327.42
20.37,3908072.75
20.38,3832631.26
20.39,5091408.11
20.4,3436652.47
20.41,3722094.13
20.42,4098273.61
20.43,3810186.67
20.44,166320.34
20.45,2123989.26
20.46,5704902.98
20.47,5112538.26
20.48,5197562.3
20.49,1612123.97
20.5,1641304.43
20.51,3040172.12
20.52,4631308.18
20.53,3525389.42
20.54,4443370.42
20.55,4095665.24
20.56,3778782.81
20.57,4083362.7
20.58,2885178.13
20.59,3370762.54
20.6,3972509.68
20.61,3285739.9
20.62,3847323.74
20.63,3941999.78
20.64,3055119.03
20.65,3371596.48
20.66,3009889.01
20.67,3666530.98
20.68,4322186.13
20.69,3395859.71
20.7,3497589.39
20.71,4403548.11
20.72,3708340.26
20.73,2866236.25
20.74,3437652.59
20.75,3648331.56
20.76,3657983.35
20.77,4370316.43
20.78,4572696.53
20.79,3625919.66
20.8,4221551.88
20.81,3268791.4
20.82,3815288.08
20.83,4903494.07
20.84,3543824.23
20.85,3836813.63
20.86,4297092.23
20.87,4107762.06
20.88,3419712.3
20.89,3620496.56
20.9,3813674.4
20.91,2860057.04
20.92,2943276.84
20.93,3455843.92
20.94,3455818.7
20.95,4148707.38
20.96,38423.56
20.97,3229.13
20.98,1321332.65
20.99,3372640.65
21.0,2254363.43
21.01,1637497.9
21.02,4602164.9
21.03,3997302.63
21.04,2905639.23
21.05,3808014.43
21.06,4055484.07
21.07,3615859.19
21.08,3497598.42
21.09,2950589.81
21.1,3619437.2
21.11,4108996.64
21.12,4432291.3
21.13,3873854.7
21.14,4188136.78
21.15,4475708.3
21.16,3474313.39
21.17,3618396.61
21.18,3829628.26
21.19,3469430.89
21.2,4517547.12
21.21,3452922.02
21.22,3354730.17
21.23,3684209.17
21.24,4144938.48
21.25,2998780.38
21.26,4073379.16
21.27,3537868.38
21.28,3848923.44
21.29,3661450.75
21.3,3308431.7
21.31,3639649.62
21.32,4139293.48
21.33,3394785.81
21.34,3969820.6
21.35,3388580.24
21.36,4508699.54
21.37,3575056.98
21.38,4668318.92
21.39,4067797.54
21.4,4416886.03
21.41,2711436.1
21.42,3542533.79
21.43,3264715.68
21.44,4493660.52
21.45,3958230.32
21.46,3219313.55
21.47,3437358.6
21.48,3886398.35
21.49,4065987.83
21.5,4712388.29
21.51,3491676.31
21.52,3647144.1
21.53,3902461.66
21.54,3613109.87
21.55,4035603.58
21.56,4213179.94
21.57,3567711.73
21.58,2970869.33
21.59,3544805.72
21.6,4137028.06
21.61,3617472.6
21.62,3667030.43
21.63,3982803.78
21.64,4902912.66
21.65,3061976.4
21.66,4604561.6
21.67,4025929.01
21.68,3566465.41
21.69,3782114.87
21.7,4846544.83
21.71,4147023.71
21.72,3581856.04
21.73,3905903.85
21.74,3161134.23
21.75,3401680.77
21.76,4158369.14
21.77,3706348.07
21.78,2748951.26
21.79,3738379.64
21.8,3116035.8
21.81,4593511.7
21.82,4476458.6
21.83,3840986.71
21.84,4660624.02
21.85,3715901.11
21.86,4177847.63
21.87,3106216.37
21.88,3068624.7
21.89,3547033.5
21.9,3746291.43
21.91,4248685.55
21.92,4264225.94
21.93,4801094.77
21.94,3513286.87
21.95,4123454.59
21.96,3688531.91
21.97,4528518.9
21.98,3604833.55
21.99,4838969.16
22.0,3897317.81
22.01,3147111.7
22.02,3848105.38
22.03,4602622.07
22.04,3029319.87
22.05,3515278.34
22.06,3547320.27
22.07,3502329.51
22.08,4303817.08
22.09,2741114.38
22.1,3684784.91
22.11,3425373.99
22.12,3701332.11
22.13,3922793.17
22.14,4390255.98
22.15,3548736.31
22.16,3748162.41
22.17,3526363.62
22.18,3363066.16
22.19,3863689.45
22.2,3860748.07
22.21,3444894.34
22.22,4298262.96
22.23,3217276.37
22.24,4120611.8
22.25,4224892.99
22.26,5782417.16
22.27,3805933.59
22.28,3336062.31
22.29,3533888.61
22.3,2703273.81
22.31,3782703.73
22.32,4447816.29
22.33,4878190.1
22.34,4102291.45
22.35,3565045.02
22.36,3813425.15
22.37,3204119.19
22.38,3387350.73
22.39,3804940.99
22.4,3472058.98
22.41,1813583.7
22.42,19640.64
22.43,19465.0
22.44,4243412.77
22.45,3261765.18
22.46,3682628.0
22.47,3561061.12
22.48,4428053.68
22.49,4455272.24
22.5,3470297.8
22.51,4436044.66
22.52,3815205.56
22.53,3278711.87
22.54,3514889.24
22.55,4401360.83
22.56,3108451.99
22.57,4759370.76
22.58,3813757.99
22.59,4036179.62
22.6,3351940.12
22.61,3448734.24
22.62,2985443.23
22.63,3329707.8
22.64,4263996.84
22.65,3618578.0
22.66,4117513.5
22.67,4195887.29
22.68,3251702.18
22.69,3713086.84
22.7,3782516.33
22.71,3191845.61
22.72,4373791.69
22.73,4924339.75
22.74,3907891.31
22.75,3710459.32
22.76,3526097.83
22.77,3739215.15
22.78,3634154.24
22.79,3699740.21
22.8,3473302.47
22.81,3671335.79
22.82,4052109.65
22.83,3165841.7
22.84,3249662.66
22.85,3736508.6
22.86,3438084.72
22.87,3816910.89
22.88,4195748.85
22.89,3643907.24
22.9,3860524.79
22.91,5222793.22
22.92,3824301.7
22.93,4872171.1
22.94,4168949.86
22.95,3525345.11
22.96,3541125.23
22.97,4432927.57
22.98,3129801.99
22.99,3090664.97
23.0,2852945.51
23.01,4373423.89
23.02,3708402.9
23.03,3724293.26
23.04,4592582.42
23.05,4149689.36
23.06,3399757.86
23.07,3724649.8
23.08,3756849.82
23.09,3173955.32
23.1,4249638.75
23.11,3448236.28
23.12,3396639.81
23.13,5114343.38
23.14,3534666.13
23.15,4311117.29
23.16,4674949.89
23.17,3576789.72
23.18,3605989.66
23.19,3201456.26
23.2,4743126.43
23.21,3297234.84
23.22,4321338.32
23.23,3488430.25
23.24,3440491.27
23.25,4684788.39
23.26,3788299.31
23.27,3882739.01
23.28,3759964.48
23.29,3750419.36
23.3,3590670.15
23.31,3726879.31
23.32,3875057.08
23.33,3264904.67
23.34,5027975.32
23.35,3834287.07
23.36,4156711.5
23.37,3512341.52
23.38,3358703.98
23.39,2779506.01
23.4,4851737.96
23.41,3280569.92
23.42,4432992.32
23.43,4716352.55
23.44,3554252.72
23.45,3554784.43
23.46,5090029.15
23.47,3325413.61
23.48,4832789.37
23.49,4239264.49
23.5,4286542.94
23.51,4010929.27
23.52,3993706.47
23.53,3615035.41
23.54,3267127.64
23.55,3702489.51
23.56,3662420.33
23.57,3499094.52
23.58,3945151.17
23.59,3797136.98
23.6,4244760.14
23.61,4487154.81
23.62,3372697.53
23.63,3293563.7
23.64,3423011.25
23.65,3872365.58
23.66,3235376.98
23.67,4073879.08
23.68,3249741.53
23.69,2989933.83
23.7,3396654.31
23.71,3806925.75
23.72,3919425.38
23.73,2722392.95
23.74,4030504.06
23.75,3581441.35
23.76,3709345.85
23.77,3485958.46
23.78,3785907.22
23.79,3369015.78
23.8,3671888.14
23.81,3430852.63
23.82,3346960.58
23.83,3864115.86
23.84,4406427.93
23.85,4158829.65
23.86,3472203.07
23.87,3414728.75
23.88,2838773.51
23.89,219817.66
23.9,49381.61
23.91,10133.65
23.92,1006572.25
23.93,1386267.29
23.94,4514419.56
23.95,4122339.45
23.96,3407006.86
23.97,230632.75
23.98,10847.64
23.99,3665579.77
24.0,4365459.32
24.01,3617921.69
24.02,3557803.89
24.03,4642891.44
24.04,3281253.82
24.05,3304952.02
24.06,4065316.99
24.07,3586117.44
24.08,4772114.97
24.09,4749111.38
24.1,3152061.8
24.11,3907782.44
24.12,4279041.42
24.13,3602117.86
24.14,5071559.61
24.15,3498039.02
24.16,4394393.66
24.17,4046115.88
24.18,3389837.57
24.19,2937404.17
24.2,3649346.78
24.21,4032446.02
24.22,3740618.26
24.23,4110880.45
24.24,4066309.43
24.25,4104728.12
24.26,4522397.61
24.27,3551420.74
24.28,4132558.95
24.29,3932652.15
24.3,3376079.33
24.31,3265313.32
24.32,3851378.98
24.33,3909996.5
24.34,4465052.31
24.35,4097025.42
24.36,3568227.99
24.37,3845163.55
24.38,6198395.51
24.39,3600646.98
24.4,5131151.33
24.41,3506483.34
24.42,4139276.15
24.43,4445208.75
24.44,3157830.41
24.45,4154677.79
24.46,4065242.37
24.47,4164241.53
24.48,4011601.26
24.49,3389620.35
24.5,3576039.46
24.51,2734875.02
24.52,5866474.49
24.53,3198029.61
24.54,4321188.49
24.55,3801129.18
24.56,3402262.49
24.57,3482049.07
24.58,2970888.65
24.59,3871839.75
24.6,3999150.14
24.61,2931128.14
24.62,3130650.09
24.63,4512623.46
24.64,4385785.07
24.65,3509574.68
24.66,3825314.9
24.67,3031315.66
24.68,3350599.53
24.69,3390616.78
24.7,4690149.21
24.71,3779269.32
24.72,3236398.62
24.73,3694733.38
24.74,3923978.73
24.75,3941888.7
24.76,3345643.61
24.77,4052572.77
24.78,3499787.76
24.79,3329597.98
24.8,3736056.87
24.81,4191049.1
24.82,3833593.05
24.83,3195478.13
24.84,3883557.88
24.85,4265822.11
24.86,3877342.95
24.87,3435847.4
24.88,3988259.03
24.89,3730007.45
24.9,4140006.95
24.91,3577272.31
24.92,4614527.41
24.93,4662017.96
24.94,4187555.23
24.95,3283060.47
24.96,4345320.89
24.97,3183874.34
24.98,4543702.58
24.99,3399766.57
25.0,3801553.25
25.01,3701004.51
25.02,4173603.6
25.03,3498777.33
25.04,3774306.71
25.05,3469971.66
25.06,4114354.03
25.07,4286469.38
25.08,4252380.62
25.09,2596899.56
25.1,4054543.92
25.11,3933965.2
25.12,4121221.23
25.13,4081498.67
25.14,2313425.96
25.15,3963710.95
25.16,4502337.11
25.17,4140269.67
25.18,3710836.78
25.19,4409482.56
25.2,3605630.46
25.21,4009421.48
25.22,3740669.22
25.23,3335374.04
25.24,4097281.15
25.25,3483749.82
25.26,4676148.64
25.27,4688629.5
25.28,2780527.63
25.29,4002953.48
25.3,3513766.02
25.31,4021202.46
25.32,4611409.44
25.33,3903703.12
25.34,4526956.87
25.35,2422740.03
25.36,3711455.36
25.37,3685696.34
25.38,4540047.16
25.39,4441464.35
25.4,3696445.11
25.41,3568414.46
25.42,4128977.72
25.43,4562429.83
25.44,3227553.88
25.45,3946536.65
25.46,5182306.89
25.47,4751304.22
25.48,3011706.54
25.49,5215998.22
25.5,4942859.37
25.51,4601665.68
25.52,5223465.57
25.53,3786818.44
25.54,4660856.11
25.55,3079022.57
25.56,3506960.2
25.57,3992987.87
25.58,3967984.13
25.59,3530241.48
25.6,3578190.79
25.61,3175300.2
25.62,3816158.38
25.63,4209672.6
25.64,3729505.6
25.65,3038531.78
25.66,3240168.95
25.67,4345745.87
25.68,4122712.42
25.69,4386532.19
25.7,4355258.4
25.71,4104567.81
25.72,4181699.53
25.73,4010049.06
25.74,3932425.22
25.75,3901807.39
25.76,3655053.54
25.77,4075284.62
25.78,3305712.61
25.79,3616192.0
25.8,3673379.68
25.81,3604927.33
25.82,4009439.1
25.83,4312549.8
25.84,3820759.93
25.85,3328468.88
25.86,4590926.41
25.87,4217967.53
25.88,3673673.53
25.89,3792333.22
25.9,3203115.27
25.91,4371237.32
25.92,4469448.1
